pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.376355,1,29,77,45,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,0,1.024855,1,30,78,6,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.061905,1,31,79,9,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,32,80,24,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,33,81,37,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.149315,1,34,82,7,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,35,83,44,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.06706,1,36,84,8,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,37,85,20,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.191955,1,38,86,11,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,39,87,27,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,40,88,12,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.21561,1,41,89,10,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,42,90,19,1,1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,43,91,23,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,44,92,16,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,45,93,25,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,46,94,33,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,47,95,15,1,0.3,,,,,,,,,,
,,,,,,,,,,,,,,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,0,0,31,1,1,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,1,1,38,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,2,2,23,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,3,3,36,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,4,4,29,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,5,5,34,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.633215,0,6,6,24,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.026525,0,7,7,7,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.09461,0,8,8,8,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,9,9,12,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,0.989185,0,10,10,3,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,11,11,35,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,12,12,41,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,13,13,20,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,14,14,16,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,15,15,25,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,16,16,26,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.058205,0,17,17,2,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.206345,0,18,18,4,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,19,19,28,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.242295,0,20,20,10,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.47461,0,21,21,45,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,22,22,18,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,23,23,15,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.506415,0,24,24,40,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,25,25,46,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,26,26,42,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,27,27,33,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,28,28,21,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,29,29,13,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.001495,0,30,30,0,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.509015,0,31,31,43,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,32,32,44,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,33,33,19,1,1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.074705,0,34,34,6,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.237495,0,35,35,11,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,36,36,22,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.405975,0,37,37,30,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,38,38,17,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,39,39,39,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.18111,0,40,40,5,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.21615,0,41,41,9,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,0.980765,0,42,42,1,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,43,43,47,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,44,44,37,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,45,45,27,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.50977,0,46,46,32,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,0,47,47,14,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.50061,1,0,48,43,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,1,49,34,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,2,50,39,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,3,51,20,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,4,52,46,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.137045,1,5,53,10,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,6,54,21,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.64468,1,7,55,17,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.04459,1,8,56,7,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,9,57,12,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.41755,1,10,58,32,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,0.9409,1,11,59,6,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,12,60,26,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,13,61,27,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,14,62,35,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,15,63,22,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.36961,1,16,64,11,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.444835,1,17,65,45,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,18,66,25,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.172385,1,19,67,2,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.482005,1,20,68,30,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,21,69,16,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,22,70,44,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.18961,1,23,71,9,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,24,72,15,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,25,73,18,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.009385,1,26,74,1,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.16089,1,27,75,0,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,28,76,29,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,29,77,19,1,1,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,30,78,37,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,31,79,33,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.035565,1,32,80,3,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.52138,1,33,81,40,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,34,82,47,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,35,83,42,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.02728,1,36,84,8,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,37,85,13,1,0.7,,,,,,,,,,
