pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,38,86,28,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,39,87,38,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,40,88,14,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.1803,1,41,89,4,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,42,90,41,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,0.981025,1,43,91,5,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,44,92,36,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,45,93,31,1,1,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.543715,1,46,94,24,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,1,47,95,23,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,0,0,0,20,1
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.6,,,,,,0,1,1,33,1
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,0,2,2,15,1
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,0,3,3,36,1
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,0,4,4,46,1
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,0,5,5,14,1
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,0,6,6,13,1
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.48745,,,,,,1.2,,,,,,0,7,7,40,1
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.025455,,,,,,1.6,,,,,,0,8,8,3,1
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.29042,,,,,,1.6,,,,,,0,9,9,10,1
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,0,10,10,42,1
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.54746,,,,,,1.1,,,,,,0,11,11,43,1
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,0,12,12,44,1
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.1,,,,,,0,13,13,35,1
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.42592,,,,,,1.2,,,,,,0,14,14,30,1
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.245215,,,,,,1.3,,,,,,0,15,15,45,1
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,0,16,16,18,1
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.241745,,,,,,1.6,,,,,,0,17,17,2,1
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,0,1.253815,,,,,,1.6,,,,,,0,18,18,4,1
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.6,,,,,,0,19,19,12,1
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.05357,,,,,,1.6,,,,,,0,20,20,5,1
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,0,21,21,47,1
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.1,,,,,,0,22,22,21,1
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,0,23,23,34,1
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,0,24,24,29,1
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,0,25,25,22,1
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.1316,,,,,,1.6,,,,,,0,26,26,6,1
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,0,27,27,25,1
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,0,28,28,39,1
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,0,29,29,24,1
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.0946,,,,,,1.6,,,,,,0,30,30,8,1
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,0,31,31,23,1
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.212745,,,,,,1.6,,,,,,0,32,32,11,1
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.3,,,,,,0,33,33,17,1
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,0,34,34,28,1
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1,,,,,,0,35,35,19,1
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,0,36,36,37,1
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,0,37,37,41,1
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.589345,,,,,,1.1,,,,,,0,38,38,26,1
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.46033,,,,,,1.3,,,,,,0,39,39,32,1
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,0,40,40,38,1
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.2,,,,,,0,41,41,16,1
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.08702,,,,,,1.6,,,,,,0,42,42,7,1
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1,,,,,,0,43,43,31,1
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.026555,,,,,,1.6,,,,,,0,44,44,1,1
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,0.992605,,,,,,1.6,,,,,,0,45,45,9,1
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,0,46,46,27,1
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.075595,,,,,,1.6,,,,,,0,47,47,0,1
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,1,0,48,34,1
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,1,1,49,20,1
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1,,,,,,1,2,50,31,1
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.05577,,,,,,1.6,,,,,,1,3,51,7,1
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,1,4,52,18,1
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,1,5,53,24,1
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.09261,,,,,,1.6,,,,,,1,6,54,3,1
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,1,7,55,23,1
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,1,8,56,25,1
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,1,9,57,39,1
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,1,10,58,14,1
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.530645,,,,,,1.2,,,,,,1,11,59,30,1
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,1,12,60,36,1
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.2,,,,,,1,13,61,40,1
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.56921,,,,,,1.3,,,,,,1,14,62,17,1
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.2,,,,,,1,15,63,38,1
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.6,,,,,,1,16,64,12,1
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,1,17,65,28,1
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,1,18,66,13,1
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1,,,,,,1,19,67,19,1
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.16856,,,,,,1.6,,,,,,1,20,68,8,1
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.6,,,,,,1,21,69,33,1
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.223355,,,,,,1.6,,,,,,1,22,70,10,1
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.5,,,,,,1,23,71,44,1
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.1,,,,,,1,24,72,21,1
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,1,25,73,27,1
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.55615,,,,,,1.1,,,,,,1,26,74,26,1
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.56589,,,,,,1.2,,,,,,1,27,75,16,1
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.1,,,,,,1,28,76,35,1
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,1,29,77,22,1
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.07059,,,,,,1.6,,,,,,1,30,78,5,1
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.7,,,,,,1,31,79,47,1
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.37269,,,,,,1.3,,,,,,1,32,80,32,1
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.095775,,,,,,1.6,,,,,,1,33,81,4,1
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.009825,,,,,,1.6,,,,,,1,34,82,1,1
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.3,,,,,,1,35,83,15,1
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.046405,,,,,,1.6,,,,,,1,36,84,6,1
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,1,37,85,37,1
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,1,38,86,41,1
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.229405,,,,,,1.6,,,,,,1,39,87,9,1
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.23488,,,,,,1.6,,,,,,1,40,88,11,1
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.205215,,,,,,1.6,,,,,,1,41,89,2,1
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,i,1,1.372635,,,,,,1.3,,,,,,1,42,90,45,1
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,e,1,1.01546,,,,,,1.6,,,,,,1,43,91,0,1
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.9,,,,,,1,44,92,42,1
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.8,,,,,,1,45,93,29,1
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.4,,,,,,1,46,94,46,1
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,eye,2020-07-21_18h39.20.239,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,1,47,95,43,1
