pract_resp.keys,pract_resp.corr,pract_resp.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.569485,1,38,86,26,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,39,87,23,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,40,88,38,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.585035,1,41,89,17,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,42,90,36,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.437895,1,43,91,30,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,0.952575,1,44,92,0,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,45,93,29,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,46,94,15,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,47,95,21,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.497855,,,,,,1.2,,,,,,0,0,0,40,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.003945,,,,,,1.6,,,,,,0,1,1,11,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.3,,,,,,0,2,2,15,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.55436,,,,,,1.1,,,,,,0,3,3,26,1
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.5,,,,,,0,4,4,44,1
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.272675,,,,,,1.3,,,,,,0,5,5,45,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.35633,,,,,,1.3,,,,,,0,6,6,17,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.087105,,,,,,1.6,,,,,,0,7,7,10,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.4,,,,,,0,8,8,22,1
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.2,,,,,,0,9,9,38,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.18444,,,,,,1.6,,,,,,0,10,10,3,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.98547,,,,,,1.6,,,,,,0,11,11,7,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.985625,,,,,,1.6,,,,,,0,12,12,5,1
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.471465,,,,,,1.1,,,,,,0,13,13,43,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.068635,,,,,,1.6,,,,,,0,14,14,0,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,0.952875,,,,,,1.6,,,,,,0,15,15,8,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.47252,,,,,,1.2,,,,,,0,16,16,16,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.53959,,,,,,1.1,,,,,,0,17,17,24,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.4,,,,,,0,18,18,27,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.06875,,,,,,1.6,,,,,,0,19,19,2,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.169555,,,,,,1.6,,,,,,0,20,20,9,1
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.3,,,,,,0,21,21,39,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.0184,,,,,,1.6,,,,,,0,22,22,1,1
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.9,,,,,,0,23,23,42,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.7,,,,,,0,24,24,28,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.6,,,,,,0,25,25,12,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.8,,,,,,0,26,26,29,1
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.3,,,,,,0,27,27,36,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.6,,,,,,0,28,28,33,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.9,,,,,,0,29,29,18,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.7,,,,,,0,30,30,13,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.43542,,,,,,1.2,,,,,,0,31,31,30,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.46898,,,,,,1.3,,,,,,0,32,32,32,1
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.7,,,,,,0,33,33,47,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.1,,,,,,0,34,34,35,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.5,,,,,,0,35,35,14,1
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.8,,,,,,0,36,36,41,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.5,,,,,,0,37,37,25,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.050925,,,,,,1.6,,,,,,0,38,38,6,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.65267,,,,,,1,,,,,,0,39,39,19,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.1,,,,,,0,40,40,21,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.2,,,,,,0,41,41,34,1
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.4,,,,,,0,42,42,46,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.2,,,,,,0,43,43,20,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,1,,,,,,0,44,44,31,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.8,,,,,,0,45,45,23,1
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.9,,,,,,0,46,46,37,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.050925,,,,,,1.6,,,,,,0,47,47,4,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.5,,,,,,1,0,48,25,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.96922,,,,,,1.6,,,,,,1,1,49,9,1
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.4,,,,,,1,2,50,46,1
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.633435,,,,,,1.1,,,,,,1,3,51,43,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.9,,,,,,1,4,52,18,1
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.2,,,,,,1,5,53,38,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.488745,,,,,,1.3,,,,,,1,6,54,32,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.636745,,,,,,1,,,,,,1,7,55,31,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.118095,,,,,,1.6,,,,,,1,8,56,8,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.7,,,,,,1,9,57,13,1
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.3,,,,,,1,10,58,36,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,0.98409,,,,,,1.6,,,,,,1,11,59,4,1
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.516295,,,,,,1.2,,,,,,1,12,60,40,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.973525,,,,,,1.6,,,,,,1,13,61,1,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.43684,,,,,,1.2,,,,,,1,14,62,30,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.46885,,,,,,1.2,,,,,,1,15,63,16,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.06864,,,,,,1.6,,,,,,1,16,64,10,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.040035,,,,,,1.6,,,,,,1,17,65,5,1
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.3,,,,,,1,18,66,39,1
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.8,,,,,,1,19,67,41,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.2,,,,,,1,20,68,34,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.6,,,,,,1,21,69,33,1
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.9,,,,,,1,22,70,42,1
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.5,,,,,,1,23,71,44,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.40486,,,,,,1.3,,,,,,1,24,72,17,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.96925,,,,,,1.6,,,,,,1,25,73,7,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.4,,,,,,1,26,74,22,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.072335,,,,,,1.6,,,,,,1,27,75,2,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.2,,,,,,1,28,76,20,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.1,,,,,,1,29,77,21,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.8,,,,,,1,30,78,29,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.1,,,,,,1,31,79,35,1
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.987045,,,,,,1.6,,,,,,1,32,80,3,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.186625,,,,,,1.6,,,,,,1,33,81,6,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.636565,,,,,,1.1,,,,,,1,34,82,26,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.8,,,,,,1,35,83,23,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.654115,,,,,,1.1,,,,,,1,36,84,24,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.067515,,,,,,1.6,,,,,,1,37,85,11,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.3,,,,,,1,38,86,15,1
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.7,,,,,,1,39,87,47,1
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.273865,,,,,,1.3,,,,,,1,40,88,45,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.5,,,,,,1,41,89,14,1
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.7,,,,,,1,42,90,28,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.65561,,,,,,1,,,,,,1,43,91,19,1
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.4,,,,,,1,44,92,27,1
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.6,,,,,,1,45,93,12,1
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.9,,,,,,1,46,94,37,1
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.01844,,,,,,1.6,,,,,,1,47,95,0,1
