pract_resp.keys,pract_resp.corr,pract_resp.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
i,1,0.979815,0,0,0,20,1,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,1.16992,0,1,1,8,1,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.83677,0,2,2,1,1,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.563585,0,3,3,21,1,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.52139,0,4,4,2,1,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.758655,0,5,5,18,1,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.652815,0,6,6,14,1,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.785735,0,7,7,17,1,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.619355,0,8,8,4,1,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.65887,0,9,9,15,1,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.754345,0,10,10,0,1,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.547295,0,11,11,6,1,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.579735,0,12,12,9,1,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.810065,0,13,13,19,1,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.568805,0,14,14,23,1,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.580005,0,15,15,13,1,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.77015,0,16,16,11,1,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.599945,0,17,17,10,1,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.829475,0,18,18,12,1,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.58903,0,19,19,7,1,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.73428,0,20,20,22,1,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.75914,0,21,21,16,1,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
e,1,0.618615,0,22,22,5,1,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
i,1,0.494805,0,23,23,3,1,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,space,3.06025,space,6.72382,,0,0,0,0,14,1,0.5,,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,1,1,39,1,0.3,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,2,2,25,1,0.5,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,3,3,26,1,1.1,1.5525,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,4,4,24,1,1.1,1.60547,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,5,5,35,1,0.1,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,6,6,29,1,0.8,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,7,7,13,1,0.7,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,8,8,2,1,1.6,1.01585,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,9,9,4,1,1.6,1.09313,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,10,10,23,1,0.8,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,11,11,30,1,1.2,1.488295,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,12,12,6,1,1.6,1.10718,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,13,13,7,1,1.6,1.015405,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,14,14,28,1,0.7,,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,15,15,47,1,0.7,,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,16,16,36,1,0.3,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,17,17,8,1,1.6,1.148635,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,18,18,32,1,1.3,1.413615,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,19,19,27,1,0.4,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,20,20,34,1,0.2,,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,21,21,45,1,1.3,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,22,22,10,1,1.6,1.18741,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,23,23,46,1,0.4,,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,24,24,42,1,0.9,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,25,25,16,1,1.2,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,26,26,17,1,1.3,1.457085,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,27,27,11,1,1.6,1.14794,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,28,28,3,1,1.6,1.01649,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,29,29,41,1,0.8,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,30,30,22,1,0.4,,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,31,31,43,1,1.1,1.557275,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,32,32,37,1,0.9,,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,33,33,38,1,0.2,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,34,34,15,1,0.3,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,35,35,18,1,0.9,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,36,36,20,1,0.2,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,37,37,1,1,1.6,0.98284,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,38,38,31,1,1,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,39,39,12,1,0.6,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,40,40,0,1,1.6,1.01739,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,41,41,40,1,1.2,1.54336,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,42,42,44,1,0.5,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,43,43,19,1,1,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,44,44,33,1,0.6,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,45,45,5,1,1.6,1.10748,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,46,46,9,1,1.6,1.0475,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,47,47,21,1,0.1,,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,0,48,39,1,0.3,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,1,1,49,10,1,1.6,1.208485,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,1,2,50,30,1,1.2,1.51683,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,3,51,28,1,0.7,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,4,52,31,1,1,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,5,53,34,1,0.2,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,1,6,54,17,1,1.3,1.42684,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,1,7,55,7,1,1.6,1.039635,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,1,8,56,11,1,1.6,1.057275,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,9,57,15,1,0.3,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,10,58,19,1,1,,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,11,59,36,1,0.3,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,1,12,60,9,1,1.6,1.01921,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,13,61,20,1,0.2,,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,1,14,62,45,1,1.3,1.31739,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,15,63,27,1,0.4,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,16,64,23,1,0.8,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,1,17,65,5,1,1.6,1.062325,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,18,66,12,1,0.6,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,1,19,67,0,1,1.6,1.01563,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,20,68,14,1,0.5,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,1,21,69,32,1,1.3,1.392695,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,22,70,25,1,0.5,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,23,71,13,1,0.7,,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,24,72,18,1,0.9,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,25,73,26,1,1.1,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,26,74,33,1,0.6,,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,27,75,42,1,0.9,,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,1,28,76,37,1,0.9,,,,,,,,,,,
